,Code_insee,Libelle,Population municipale 2020,Latitude,Longitude
25879,61079,Ceton,1768,48.225078773,0.7588231360000001
25896,61096,Rives d'Andaine,2982,48.531327345,-0.449497376
25914,61116,Sablons sur Huisne,2005,48.384650466,0.8701761170000001
25935,61145,Domfront en Poiraie,4180,48.591868321,-0.651384221
25944,61153,couch-les-Valles,2200,48.720553301,-0.143278831
25971,61168,La Fert Mac,5138,48.57392553,-0.366314931
25973,61169,Flers,14589,48.740128384,-0.5625121080000001
26017,61214,L'Aigle,7903,48.756116038,0.611143502
26033,61230,Longny les Villages,2930,48.549580797,0.788804536
26076,61278,Messei,1846,48.714310531,-0.539231361
26089,61293,Mortagne-au-Perche,3758,48.520654612,0.560948656
26188,61397,Saint-Germain-du-Corbis,3738,48.417834165,0.057464921
26246,61464,Ses,4199,48.604483482,0.169483613
26273,61484,Val-au-Perche,3410,48.281680764,0.700116186
26318,62004,Achicourt,7981,50.272272653,2.755768001
26329,62014,Aire-sur-la-Lys,9610,50.644306454,2.395506273
26334,62019,Aix-Noulette,3917,50.421088701,2.712573894
26338,62023,Allouagne,2871,50.532210322,2.50515355
26347,62032,Angres,4777,50.410127198,2.751924573
26348,62033,Annay,4477,50.461414368,2.881617996
26353,62038,Ardres,4404,50.877060311,1.983825846
26357,62040,Arques,9521,50.740878831,2.319768829
26358,62041,Arras,42337,50.290017375,2.766050504
26365,62048,Auchel,10221,50.510306095,2.468582104
26368,62051,Auchy-les-Mines,4656,50.506070754,2.78093375
26374,62057,Audruicq,5428,50.884506534,2.081422324
26377,62060,Auxi-le-Chteau,2563,50.230869722,2.117057277
26380,62063,Avesnes-le-Comte,1820,50.271923846,2.528521903
26382,62065,Avion,17676,50.404027107,2.827110111
26390,62073,Bailleul-Sir-Berthoult,1428,50.335768522,2.844211358
26400,62083,Barlin,7456,50.456732103,2.615155103
26416,62099,Beaurains,5509,50.258588079,2.789804885
26425,62108,Berck,13442,50.41416334,1.582288066
26435,62119,Bthune,24983,50.529053275,2.643022356
26442,62126,Beuvry,9164,50.532780412,2.691184428
26444,62128,Biache-Saint-Vaast,4413,50.31550094,2.940982223
26448,62132,Billy-Berclau,5034,50.519855037,2.866896121
26449,62133,Billy-Montigny,8185,50.415495288,2.9083191260000003
26455,62139,Blendecques,4926,50.715891132,2.2750087690000003
26476,62160,Boulogne-sur-Mer,40588,50.726777977,1.606125622
26486,62170,Bouvigny-Boyeffles,2376,50.423143805,2.6732482820000003
26489,62173,Brebires,5128,50.338090409,3.019905973
26494,62178,Bruay-la-Buissire,21953,50.489696087,2.552264125
26503,62186,Bully-les-Mines,12080,50.445376136,2.719276142
26510,62193,Calais,67544,50.950594309,1.875252187
26511,62194,Calonne-Ricouart,5511,50.489684655,2.486155686
26518,62201,Camiers,2707,50.564327135,1.61250273
26532,62215,Carvin,17667,50.489405891,2.948672684
26560,62244,Coulogne,5451,50.916965725,1.88655925
26565,62249,Courcelles-ls-Lens,8166,50.414732595,3.015350925
26566,62250,Courrires,10360,50.453478567,2.946122164
26568,62252,La Couture,2643,50.578704185,2.699133005
26577,62261,Cucq,5094,50.486377774,1.613627069
26581,62263,Dainville,5689,50.2772526,2.713752843
26586,62268,Desvres,4861,50.674672154,1.829221911
26588,62270,Divion,6957,50.469810017,2.504491504
26592,62274,Dourges,5927,50.439415063,2.986440017
26594,62276,Douvrin,5733,50.51251543,2.826625313
26595,62277,Drocourt,2935,50.390073951,2.9332757970000003
26602,62284,court-Saint-Quentin,1686,50.26038022,3.062356197
26608,62291,leu-dit-Leauwette,2844,50.418788447,2.811150432
26614,62297,perlecques,3745,50.818466611,2.160172006
26617,62300,quihen-Plage,2624,50.678714927,1.576262162
26625,62309,Esquerdes,1631,50.700702998,2.179146039
26634,62318,taples,10813,50.522967519,1.651392408
26637,62321,vin-Malmaison,4662,50.435117412,3.03044181
26712,62397,Gunes,5581,50.858212437,1.870398869
26715,62400,Haillicourt,4864,50.475295613,2.5785732020000003
26716,62401,Haisnes,4416,50.501117179,2.797009014
26728,62413,Harnes,12277,50.452000901,2.903610754
26740,62427,Hnin-Beaumont,25886,50.409368739,2.95925181
26755,62443,Hersin-Coupigny,6196,50.445290115,2.642662837
26759,62447,Hesdin,2218,50.37411406,2.038174396
26766,62454,Hinges,2413,50.571207984,2.629550747
26769,62457,Houdain,7066,50.454968149,2.536925233
26786,62473,Isbergues,8683,50.616403561,2.455910642
26805,62491,Laventie,4969,50.612432016,2.783659226
26811,62497,Leforest,7236,50.440134845,3.058465423
26812,62498,Lens,32458,50.437646936,2.821237683
26816,62502,Lestrem,5104,50.612372421,2.678460662
26824,62510,Livin,30102,50.424319541,2.772813142
26830,62516,Lillers,9866,50.561542958,2.4825609760000003
26837,62523,Loison-sous-Lens,5308,50.444291144,2.85858344
26839,62525,Longuenesse,10600,50.735776141,2.245582709
26842,62528,Loos-en-Gohelle,6904,50.456815426,2.785703014
26848,62534,Lumbres,3582,50.704712029,2.117026481
26862,62548,Marck,10523,50.953471801,1.949834398
26869,62555,Marles-les-Mines,5524,50.502015811,2.505450885
26874,62560,Marquise,5072,50.812667958,1.700016291
26877,62563,Mazingarbe,8029,50.468626242,2.724911667
26884,62570,Mricourt,11374,50.399528918,2.86850168
26885,62571,Merlimont,3389,50.452821317,1.607652518
26931,62617,NÏux-les-Mines,11638,50.474942994,2.6626279200000003
26938,62624,Noyelles-Godault,5864,50.417776852,2.993551177
26942,62628,Noyelles-sous-Lens,6590,50.428870951,2.875551537
26952,62637,Oignies,10130,50.464764909,2.993775241
26958,62643,Outreau,13178,50.697330586,1.592008457
26960,62645,Oye-Plage,5630,50.98184945,2.039713672
26982,62666,Pont--Vendin,3116,50.475789857,2.8874669180000003
26983,62667,Le Portel,8985,50.711144967,1.575623483
27028,62711,Rinxent,3048,50.807430599,1.740181758
27038,62721,Roquetoire,1947,50.665916716,2.33857667
27041,62724,Rouvroy,8925,50.398925182,2.905503968
27047,62730,Ruminghem,1612,50.856216008,2.167149109
27053,62736,Sailly-sur-la-Lys,3900,50.653582459,2.792312119
27054,62737,Sains-en-Gohelle,6035,50.45099307,2.6841984290000003
27071,62753,Saint-Laurent-Blangy,6522,50.308367487,2.811672644
27073,62755,Saint-Lonard,3377,50.695397742,1.621878498
27077,62758,Saint-Martin-Boulogne,11165,50.723607592,1.647349415
27084,62765,Saint-Omer,14782,50.76768546,2.2635847030000003
27086,62767,Saint-Pol-sur-Ternoise,4870,50.388507396,2.350031912
27089,62770,Saint-Venant,3041,50.622864182,2.525449562
27093,62774,Sangatte,4840,50.941362375,1.769771482
27145,62826,Le Touquet-Paris-Plage,4226,50.50877644,1.598822866
27162,62842,Vendin-le-Vieil,8419,50.470515674,2.853999324
27166,62846,Vermelles,4767,50.486691643,2.757185247
27168,62848,Verquin,3477,50.501323899,2.643029989
27181,62861,Vimy,4332,50.378042798,2.811222806
27183,62863,Violaines,3814,50.538246461,2.780131043
27214,62895,Wingles,8750,50.495346713,2.857961876
27227,62907,Libercourt,8230,50.482572206,2.999960354
27230,63001,Aigueperse,2770,46.014329612,3.202063687
27232,63003,Ambert,6636,45.555678137,3.756882059
27244,63014,Aubire,10581,45.751343023,3.125741102
27251,63022,Auzat-la-Combelle,1985,45.450700916,3.325351022
27262,63032,Beaumont,10630,45.749739491,3.086685848
27274,63042,Blanzat,3795,45.827519691,3.073430499
27282,63050,Brassac-les-Mines,3373,45.41954436,3.321258412
27295,63063,Cbazat,8951,45.832123942,3.10733217
27298,63066,Celles-sur-Durolle,1646,45.872511674,3.651711962
27301,63069,Le Cendre,5525,45.71800926,3.193409848
27308,63075,Chamalires,17196,45.774757798,3.061837398
27336,63103,Chtel-Guyon,6283,45.92073159,3.062516035
27347,63113,Clermont-Ferrand,147284,45.785911666,3.115399276
27359,63124,Cournon-d'Auvergne,20356,45.743019665,3.18639766
27360,63125,Courpire,4005,45.758419811,3.541483583
27374,63141,Durtol,2065,45.79617562,3.050189055
27381,63148,Ennezat,2532,45.895408482,3.216254743
27398,63164,Gerzat,10395,45.828040716,3.154098371
27412,63178,Issoire,15297,45.545515443,3.244724713
27427,63193,Lempdes,8669,45.772942005,3.192821641
27429,63195,Lezoux,6287,45.829163758,3.385973943
27440,63206,Manzat,1395,45.944678498,2.9398075820000003
27448,63214,Les Martres-de-Veyre,3941,45.686839203,3.199980626
27463,63227,Mirefleurs,2353,45.690985248,3.224676764
27467,63231,La Monnerie-le-Montel,1669,45.873517785,3.611865819
27482,63245,Mozac,3874,45.892351756,3.084768162
27487,63250,Neschers,855,45.592285001,3.165107339
27538,63300,Riom,18733,45.894350627,3.132590841
27540,63302,La Roche-Blanche,3498,45.71349051,3.137287183
27546,63307,Romagnat,7833,45.720765688,3.088281259
27549,63308,Royat,4395,45.757800628,3.04034641
27567,63327,Saint-Bonnet-prs-Riom,2033,45.928463481,3.116606519
27586,63345,Saint-Gens-Champanelle,3791,45.722924864,2.999163438
27597,63352,Saint-Germain-Lembron,2012,45.453154822,3.243514459
27661,63417,Sayat,2472,45.839164638,3.033733284
27674,63430,Thiers,11470,45.8618565,3.539563551
27700,63455,Veyre-Monton,3664,45.67323407,3.16407446
27702,63457,Vic-le-Comte,5188,45.644215685,3.240161527
27716,63470,Volvic,4702,45.868243202,3.018668093
27744,64024,Anglet,40310,43.490658951,-1.515103364
27757,64038,Arcangues,3326,43.426545424,-1.517355825
27780,64061,Artix,3434,43.397927332,-0.573953571
27781,64062,Arudy,2253,43.100531763,-0.474690799
27785,64065,Ascain,4368,43.339026893,-1.6311270370000002
27819,64100,Bassussarry,3261,43.443744337,-1.495863197
27821,64102,Bayonne,52006,43.492328407,-1.466026395
27828,64109,Bnjacq,1951,43.194583934,-0.189249154
27842,64122,Biarritz,25885,43.469221868,-1.552105077
27845,64125,Bidart,7224,43.437601642,-1.578569412
27849,64129,Billre,13229,43.304310752,-0.393139971
27852,64132,Bizanos,4522,43.292602263,-0.337071572
27858,64138,Bordes,2888,43.243524701,-0.273608566
27860,64140,Boucau,8764,43.525330282,-1.479519138
27867,64147,Briscous,2882,43.456287976,-1.325071442
27909,64189,Ciboure,6109,43.374582719,-1.661076567
27952,64230,Gan,5594,43.208889503,-0.410220908
27959,64237,Gelos,3639,43.255747608,-0.369937631
27981,64260,Hendaye,17621,43.364515113,-1.7664263290000002
27990,64269,Idron,4915,43.298024381,-0.306091937
28057,64335,Lescar,9590,43.340569666,-0.428247123
28070,64348,Lons,13843,43.321187435,-0.402085716
28093,64371,Maulon-Licharre,2953,43.216795554,-0.883134093
28114,64393,Monein,4417,43.291135741,-0.562556146
28123,64399,Montardon,2340,43.365350434,-0.350086995
28128,64405,Morlas,4353,43.335110322,-0.268228549
28130,64407,Mouguerre,5299,43.457219221,-1.404488906
28133,64410,Mourenx,5903,43.374038733,-0.61708962
28145,64422,Oloron-Sainte-Marie,10653,43.16787989,-0.648758511
28153,64430,Orthez,10466,43.494211676,-0.7802467460000001
28170,64445,Pau,75665,43.320042775,-0.350142637
28178,64453,Pontacq,2921,43.198172788,-0.103623649
28208,64483,Saint-Jean-de-Luz,14282,43.393939746,-1.629965399
28221,64495,Saint-Pe-sur-Nivelle,7102,43.356221336,-1.55559094
28222,64496,Saint-Pierre-d'Irube,5814,43.462180489,-1.441628948
28224,64499,Salies-de-Barn,4555,43.468326512,-0.917713106
28236,64511,Sauvagnon,3460,43.392026109,-0.401116132
28244,64519,Serres-Castet,4393,43.379998755,-0.366812629
28270,64545,Urrugne,10495,43.349303113,-1.697629384
28273,64547,Ustaritz,7399,43.401678188,-1.475704215
28310,65025,Argels-Gazost,2897,43.005417659,-0.095657309
28331,65047,Aureilhan,7932,43.249795138,0.103224526
28344,65059,Bagnres-de-Bigorre,7034,42.979099288,0.08732179
28390,65100,Bordres-sur-l'chez,5421,43.265194393,0.042473883
28492,65198,Gerde,1142,43.058698316,0.177672169
28521,65226,Ibos,2905,43.241380493,-0.000102492
28529,65235,Juillan,4045,43.199500029,0.02269047
28580,65286,Lourdes,13247,43.107598367,-0.076987994
28633,65340,Orleix,1953,43.276531409,0.117366065
28710,65417,Smac,5165,43.224678349,0.109450502
28726,65433,Soues,3047,43.206013457,0.099227239
28732,65440,Tarbes,42925,43.234659038,0.066150886
28775,66002,Alnya,3654,42.640886096,2.98154834
28776,66003,Amlie-les-Bains-Palalda,3581,42.444016566,2.6832822160000003
28782,66008,Argels-sur-Mer,10593,42.535086357,3.024219184
28787,66011,Bages,4453,42.607759972,2.8890972660000003
28792,66016,Banyuls-sur-Mer,4761,42.461363072,3.099584052
28793,66017,Le Barcars,5894,42.812614965,3.027971848
28799,66021,Bompas,7625,42.728302583,2.9417425340000003
28807,66028,Cabestany,10368,42.679355887,2.945592766
28815,66037,Canet-en-Roussillon,12653,42.683900311,3.010904692
28829,66050,Claira,4550,42.763894047,2.944971914
28844,66065,Elne,9402,42.600462526,2.971485621
28871,66093,Laroque-des-Albres,2192,42.511612371,2.933038818
28872,66094,Latour-Bas-Elne,3210,42.604822693,3.005059947
28888,66108,Millas,4261,42.699215168,2.6899280560000003
28913,66133,Palau-del-Vidre,3092,42.568431313,2.95818133
28915,66136,Perpignan,118032,42.696441301,2.898977872
28920,66140,Pzilla-la-Rivire,3906,42.705317875,2.764567484
28921,66141,Pia,10334,42.749126766,2.9148361840000003
28924,66144,Pollestres,5316,42.637486625,2.872869187
28929,66149,Prades,6081,42.614871867,2.430684568
28948,66168,Saint-Andr,3411,42.552540971,2.98034511
28951,66171,Saint-Cyprien,11048,42.621701446,3.015900405
28953,66172,Saint-Estve,11642,42.715136713,2.846241691
28961,66180,Saint-Laurent-de-la-Salanque,10053,42.794219656,3.00185226
28963,66182,Sainte-Marie-la-Mer,4800,42.726082661,3.016872983
28976,66195,Le Soler,7868,42.677544713,2.795013918
28977,66196,Sorde,3395,42.499716442,2.9809151160000003
28990,66210,Thuir,8057,42.643305566,2.758581736
28993,66213,Toulouges,7255,42.669875609,2.824053857
29007,66227,Villeneuve-de-la-Raho,4124,42.639843299,2.910519202
29014,67001,Achenheim,2437,48.580621944,7.625748873
29025,67010,Andlau,1763,48.390851515,7.384655289999999
29034,67021,Barr,7174,48.414931301,7.398340294
29037,67025,Beinheim,1924,48.854922932,8.091203107
29040,67028,Benfeld,5820,48.365397047,7.601887106
29056,67043,Bischheim,17520,48.615102006,7.745333118
29058,67045,Bischoffsheim,3338,48.485301049,7.524739207
29059,67046,Bischwiller,12606,48.758500744,7.859670357
29065,67052,BÏrsch,2430,48.466726335,7.375560716
29088,67067,Brumath,10061,48.720448177,7.717257916
29102,67080,Dachstein,1811,48.553541285,7.540499139
29131,67106,Drusenheim,5254,48.761128894,7.944925703
29137,67112,Duttlenheim,2848,48.524066443,7.569941859
29139,67115,Ebersheim,2287,48.302595155,7.498410664
29142,67118,Eckbolsheim,7143,48.57982003,7.682239245
29152,67124,Entzheim,2485,48.535698868,7.633763835
29158,67130,Erstein,10739,48.421603806,7.685362365
29160,67131,Eschau,5645,48.483559484,7.730438792
29167,67137,Fegersheim,5777,48.497483194,7.688548435
29182,67151,Gambsheim,5164,48.692467542,7.884073526
29183,67152,Geispolsheim,7603,48.514235574,7.657879001
29188,67156,Geudertheim,2631,48.715843849,7.760088735
29211,67180,Haguenau,35448,48.841990039,7.830454075
29217,67184,Hatten,1901,48.894269008,8.006138851
29226,67194,Herrlisheim,4666,48.732534111,7.910009999
29228,67196,Hilsenheim,2638,48.297013187,7.573398859
29237,67204,HÏnheim,11446,48.624384381,7.753554131
29238,67205,HÏrdt,4586,48.690415225,7.784588222
29245,67212,Holtzheim,3821,48.556553377,7.644642182
29251,67218,Illkirch-Graffenstaden,27087,48.520309944,7.731458085
29254,67222,Ingwiller,4029,48.88608955,7.468516124
29257,67226,Ittenheim,2098,48.601507958,7.60412209
29263,67230,Kaltenhouse,2463,48.790521454,7.831675552
29294,67261,Lauterbourg,2341,48.964218181,8.187204199
29295,67263,Lembach,1551,49.012434947,7.768471842
29300,67267,Lingolsheim,19797,48.555295397,7.681761268
29316,67282,Marlenheim,4230,48.619066048,7.505686274
29317,67283,Marmoutier,2712,48.694886704,7.370448967
29326,67291,Mertzwiller,3376,48.868650438,7.686091999
29342,67309,Mundolsheim,4911,48.639853891,7.714032136
29355,67322,Neuwiller-ls-Saverne,1107,48.82415192,7.408914726
29356,67324,Niederbronn-les-Bains,4369,48.963788306,7.639690362
29377,67343,Oberhausbergen,5459,48.607211892,7.683074883
29385,67348,Obernai,12015,48.459452434,7.480096694
29387,67350,Oberschaeffolsheim,2438,48.591660957,7.646681513
29404,67365,Ostwald,12985,48.546819898,7.708195204
29411,67372,Val-de-Moder,5012,48.841129506,7.609364527
29420,67378,Plobsheim,4475,48.461022829,7.735336051
29430,67388,Reichshoffen,5416,48.937513108,7.675899966
29438,67397,Rhinau,2651,48.31165058,7.704332834
29480,67437,Saverne,11303,48.739837254,7.341621666
29493,67447,Schiltigheim,33993,48.611980882,7.74641493
29506,67458,Schweighouse-sur-Moder,4983,48.817293568,7.739051149
29510,67462,Slestat,19279,48.248074754,7.462100349
29511,67463,Seltz,3150,48.894214775,8.105521834
29513,67465,Sessenheim,2319,48.795498102,7.980119573
29519,67472,Soufflenheim,4796,48.808322727,7.956155992
29530,67482,Strasbourg,290576,48.571265,7.767760376
29537,67486,Sundhouse,1837,48.253010636,7.608624645
29548,67495,Truchtersheim,4386,48.657822552,7.628165603
29561,67506,Vendenheim,6010,48.667633918,7.739836294
29572,67519,La Wantzenau,5909,48.659163165,7.831680589
29573,67520,Wasselonne,5755,48.638839184,7.442891024
29603,67543,Wisches,2077,48.512387442,7.217034068
29606,67544,Wissembourg,7492,49.018571646,7.962034727
29626,68004,Altkirch,5658,47.621012196,7.244552802
29640,68015,Baldersheim,2636,47.798506316,7.415223856
29647,68021,Bartenheim,4062,47.636548108,7.48800403
29668,68041,Blodelsheim,1986,47.883710565,7.524977642
29680,68056,Brunstatt-Didenheim,8168,47.716059325,7.316816747
29688,68063,Cernay,11559,47.794746675,7.1791157420000005
29691,68066,Colmar,68294,48.109938104,7.38487511
29707,68082,Ensisheim,7475,47.853042273,7.373160306
29738,68112,Guebwiller,10988,47.909696541,7.210254426
29744,68118,Habsheim,5052,47.726586067,7.434033882
29771,68145,Horbourg-Wihr,6244,48.083185354,7.403541471
29776,68149,Huningue,7283,47.589414307,7.580951247
29779,68152,Illfurth,2464,47.676108424,7.266126187
29781,68154,Illzach,14380,47.773747433,7.359769066
29783,68155,Ingersheim,4680,48.101487398,7.311320084
29784,68156,Issenheim,3449,47.903395605,7.258408101
29796,68166,Kingersheim,13230,47.789302126,7.322057546
29805,68175,Lapoutroie,1851,48.159976169,7.159189592
29829,68195,Lutterbach,6237,47.761209045,7.272468649
29835,68201,Masevaux-Niederbruck,3682,47.777547889,6.989310137
29853,68218,Morschwiller-le-Bas,3648,47.734048837,7.265461955
29860,68224,Mulhouse,108038,47.748996149,7.325470995
29865,68226,Munster,4711,48.045047271,7.142717849
29888,68249,Orbey,3461,48.115205809,7.135469135
29897,68258,Pulversheim,3097,47.841754874,7.299086032
29908,68269,Ribeauvill,4670,48.206357203,7.286578024
29910,68271,Riedisheim,12258,47.740070377,7.365883784
29916,68278,Rixheim,14020,47.749806471,7.407162713
29925,68287,Rouffach,4187,47.968453997,7.305078347
29932,68294,Sainte-Croix-aux-Mines,1857,48.2681398,7.207821626
29933,68295,Sainte-Croix-en-Plaine,3024,48.01066086,7.395464055
29935,68297,Saint-Louis,22835,47.602157983,7.540686761
29941,68300,Sausheim,5487,47.782178284,7.400383923
29950,68309,Sierentz,3994,47.66193963,7.466748432
29954,68315,Soultz-Haut-Rhin,7033,47.882736923,7.179070465
29974,68334,Thann,7784,47.814087874,7.094668866
29987,68349,Village-Neuf,4486,47.610014168,7.56862283
30011,68374,Wintzenheim,7933,48.063436018,7.271159247
30013,68375,Wittelsheim,10358,47.798691724,7.240146598
30014,68376,Wittenheim,15065,47.810609348,7.31259278
30032,69007,Ampuis,2743,45.50340929,4.803076894
30034,69009,Anse,7754,45.942534182,4.708196729
30035,69010,L'Arbresle,6437,45.835331433,4.608305287
30043,69019,Belleville-en-Beaujolais,13336,46.115672003,4.726490358
30055,69024,Val d'Oingt,4157,45.935679511,4.572489612
30061,69028,Brindas,6589,45.720595469,4.703373474
30062,69029,Bron,42442,45.734677772,4.911944142
30067,69034,Caluire-et-Cuire,43355,45.79764558,4.85160388
30075,69043,Chaponost,8887,45.709062191,4.7455484210000005
30076,69044,Charbonnires-les-Bains,5237,45.780108492,4.743248388
30078,69046,Charly,4585,45.650878986,4.790358557
30088,69056,Chessy,2080,45.890709358,4.616872286
30091,69059,Civrieux-d'Azergues,1550,45.854710636,4.711145549
30098,69066,Cours,4366,46.105893196,4.345225219
30104,69069,Craponne,11453,45.746008055,4.726884517
30107,69072,Dardilly,8829,45.812193057,4.746912819
30115,69081,cully,18789,45.781880399,4.772636694
30121,69087,Fontaines-Saint-Martin,3015,45.843200724,4.85446315
30122,69088,Fontaines-sur-Sane,7065,45.82844712,4.856323554
30123,69089,Francheville,14821,45.738012994,4.756225335
30125,69091,Givors,20672,45.581348886,4.757971049
30129,69094,Grzieu-la-Varenne,6029,45.748020085,4.689741194
30131,69096,Grigny,9739,45.608600369,4.787169917
30135,69100,Irigny,8805,45.674938568,4.817932221
30147,69112,Lentilly,6510,45.812468741,4.670380861
30150,69115,Limas,4830,45.972210695,4.718864972
30151,69116,Limonest,3742,45.830939417,4.771193453
30158,69123,Lyon,522228,,
30164,69131,Messimy,3523,45.698993123,4.672546019
30166,69133,Millery,4313,45.631140684,4.77843205
30175,69136,Montagny,3180,45.624982099,4.749913258
30184,69142,La Mulatire,6617,45.730157748,4.812668277
30185,69143,Neuville-sur-Sane,7635,45.883441309,4.844217105
30189,69149,Oullins,26994,45.715278722,4.80313113
30191,69152,Pierre-Bnite,10508,45.701759882,4.826965297
30196,69157,Vindry-sur-Turdine,5280,45.892474917,4.494153241
30200,69159,Porte des Pierres Dores,3951,45.964652572,4.649093816
30208,69163,Quincieux,3502,45.914085436,4.773649874
30224,69175,Savigny,1988,45.819906638,4.565581004
30225,69176,Soucieu-en-Jarrest,4613,45.677056307,4.692013342
30228,69179,Beauvallon,4074,45.591799412,4.70343559
30243,69191,Saint-Cyr-au-Mont-d'Or,5686,45.819266675,4.81819442
30246,69194,Saint-Didier-au-Mont-d'Or,7124,45.815089402,4.797844981
30250,69199,Saint-Fons,19500,45.701522001,4.850533111
30253,69202,Sainte-Foy-ls-Lyon,22077,45.735880577,4.7935887610000005
30255,69204,Saint-Genis-Laval,20971,45.694326262,4.789348057
30256,69205,Saint-Genis-les-Ollires,5229,45.761314852,4.726879624
30257,69206,Saint-Georges-de-Reneins,4403,46.058180255,4.7212627220000005
30288,69238,Saint-Symphorien-sur-Coise,3704,45.631130312,4.450122451
30291,69241,Taluyers,2637,45.636661106,4.723475363
30294,69243,Tarare,10572,45.903634598,4.423812459
30295,69244,Tassin-la-Demi-Lune,22475,45.763030755,4.75488628
30298,69248,Thizy-les-Bourgs,5944,46.048975633,4.323443542
30303,69249,Thurins,3111,45.683882964,4.625764078
30304,69250,La Tour-de-Salvagny,4249,45.810291539,4.7123243200000005
30310,69256,Vaulx-en-Velin,51761,45.786104103,4.926642064
30313,69259,Vnissieux,66765,45.7042614,4.881206959
30314,69260,Vernaison,5105,45.649501128,4.809584313
30317,69264,Villefranche-sur-Sane,36009,45.987234635,4.730756927
30319,69266,Villeurbanne,154781,45.770996568,4.889070834
30321,69268,Vourles,3402,45.657912642,4.768214572
30324,69270,Chaponnay,4411,45.628396031,4.950253819
30325,69271,Chassieu,10844,45.738130623,4.962276664
30327,69273,Corbas,11161,45.668354577,4.908524891
30328,69275,Dcines-Charpieu,28913,45.771999327,4.961706481
30330,69276,Feyzin,9926,45.673319126,4.857955606
30336,69282,Meyzieu,35134,45.77726066,5.006312182
30337,69283,Mions,13684,45.665115911,4.948952689
30338,69284,Montanay,3205,45.877294877,4.867604817
30340,69286,Rillieux-la-Pape,30887,45.820433321,4.898844402
30342,69287,Saint-Bonnet-de-Mure,6876,45.696218318,5.022159593
30343,69288,Saint-Laurent-de-Mure,5609,45.683806879,5.060897249
30345,69290,Saint-Priest,48318,45.701762679,4.94891136
30346,69291,Saint-Symphorien-d'Ozon,5850,45.642674213,4.869450066
30347,69292,Sathonay-Camp,6678,45.825864338,4.874576569
30349,69294,Srzin-du-Rhne,2906,45.627768693,4.824985087
30351,69296,Solaize,3034,45.645911616,4.838246896
30636,70279,Gray,5560,47.43198811,5.610724588
30642,70285,Hricourt,10592,47.569197714,6.762227749
30671,70310,Lure,7960,47.685477355,6.496569615
30672,70311,Luxeuil-les-Bains,6644,47.823707671,6.363867383
30820,70467,Saint-Loup-sur-Semouse,3046,47.878640748,6.266046383
30906,70550,Vesoul,14866,47.631808417,6.1549856720000005
30950,71014,Autun,13205,46.94596915,4.310661618
30978,71040,Blanzy,6044,46.704453837,4.392760385
30985,71047,Bourbon-Lancy,4684,46.620687966,3.768384446
30994,71059,Le Breuil,3535,46.7951899,4.4935717440000005
31005,71070,Buxy,2147,46.713512767,4.712594276
31011,71076,Chalon-sur-Sane,45094,46.789894335,4.852449903
31024,71090,La Chapelle-de-Guinchay,4126,46.218382104,4.760622658
31042,71105,Charnay-ls-Mcon,7925,46.304557904,4.787687073
31054,71118,Chtenoy-le-Royal,6148,46.788690647,4.806221026
31068,71132,Ciry-le-Noble,2252,46.596495621,4.297924592
31075,71137,Cluny,4931,46.430857312,4.669785813
31087,71150,Crches-sur-Sane,3140,46.24105264,4.787667645
31090,71153,Le Creusot,21057,46.806688614,4.426768468
31113,71176,Digoin,7616,46.489208419,4.025676264
31140,71202,Fontaines,1853,46.851894429,4.780517164
31153,71215,Gergy,2590,46.879362893,4.921135509
31159,71221,Givry,3678,46.770220493,4.754636091
31168,71230,Gueugnon,6685,46.593858293,4.049183137
31207,71270,Mcon,34414,46.321184227,4.818631488
31247,71306,Montceau-les-Mines,17239,46.675841606,4.353890506
31251,71310,Montchanin,4992,46.746713331,4.474256135
31277,71336,Ouroux-sur-Sane,3102,46.724046094,4.950292863
31283,71342,Paray-le-Monial,9218,46.442596414,4.112512124
31287,71346,Perrecy-les-Forges,1557,46.622045337,4.226299709
31384,71445,Saint-Marcel,6188,46.774841098,4.887357247
31413,71475,Saint-Rmy,6605,46.760619858,4.820999397
31424,71486,Saint-Vallier,8541,46.642752032,4.35989089
31437,71497,Sanc,2181,46.339787206,4.835795181
31462,71523,Simard,1184,46.716647945,5.183023725
31479,71540,Torcy,2810,46.765921271,4.445603534
31482,71543,Tournus,5552,46.565302575,4.899370705
31535,72003,Allonnes,11108,47.958970599,0.144300131
31538,72006,Aronnay,1882,48.395788285,0.081320625
31540,72008,Arnage,5520,47.928651015,0.191183237
31545,72013,Aubign-Racan,2108,47.683980043,0.251033287
31557,72025,Bazouges Cr sur Loir,1975,47.675719201,-0.160307403
31585,72054,Champagn,3697,48.016513338,0.334708283
31588,72058,Chang,6569,47.978859674,0.297139462
31619,72089,Conlie,1845,48.122052734,-0.013107447
31624,72095,Coulaines,7958,48.033409198,0.212096246
31650,72124,commoy,4752,47.825359692,0.285280494
31659,72132,La Fert-Bernard,8863,48.184285625,0.635012636
31689,72154,La Flche,15078,47.689297588,-0.064686228
31709,72176,Le Lude,4100,47.640178153,0.150383092
31715,72181,Le Mans,145155,47.98867581,0.200118821
31758,72223,Noyen-sur-Sarthe,2633,47.859149105,-0.100061085
31766,72231,Parign-l'vque,5320,47.931568717,0.371736615
31792,72260,Ruaudin,3536,47.94343425,0.265795787
31799,72264,Sabl-sur-Sarthe,12123,47.83781186,-0.355052792
31804,72269,Saint-Calais,3139,47.924254899,0.746317862
